"alert_id","event_id","event_type","date","store_id","sku_id","event_risk","kpi_signal","forecast_signal","composite_risk_score","severity","recommended_action","event_ts","emitted_ts","event_to_alert_lag_seconds"
"AL000000000346","EV000000000346","expiry_risk","2025-01-01","ST007","SKU00506","0.73","0.0459","0.0306","0.4849","medium","Prioritize FEFO transfer and targeted sell-through campaign.","2025-01-01T16:31:00","2025-01-01T16:32:50","110"
"AL000000000347","EV000000000347","overstock_risk","2025-01-01","ST007","SKU00570","0.64","0.0459","0.016","0.337","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:37:00","2025-01-01T19:38:56","116"
"AL000000000348","EV000000000348","overstock_risk","2025-01-01","ST007","SKU00468","0.64","0.0459","0.0331","0.3404","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:16:00","2025-01-01T19:17:18","78"
"AL000000000349","EV000000000349","overstock_risk","2025-01-01","ST007","SKU00458","0.64","0.0459","0.0122","0.3362","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:42:00","2025-01-01T19:42:36","36"
"AL000000000350","EV000000000350","overstock_risk","2025-01-01","ST007","SKU00566","0.64","0.0459","0.0333","0.3404","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:39:00","2025-01-01T19:40:01","61"
"AL000000000351","EV000000000351","overstock_risk","2025-01-01","ST008","SKU00119","0.64","0.047","0.013","0.3367","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:18:00","2025-01-01T19:20:03","123"
"AL000000000352","EV000000000352","overstock_risk","2025-01-01","ST008","SKU00344","0.64","0.047","0.0253","0.3392","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:19:00","2025-01-01T19:20:16","76"
"AL000000000353","EV000000000353","overstock_risk","2025-01-01","ST008","SKU00478","0.64","0.047","0.0609","0.3463","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:29:00","2025-01-01T19:30:13","73"
"AL000000000354","EV000000000354","overstock_risk","2025-01-01","ST008","SKU00005","0.64","0.047","0.0175","0.3376","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:29:00","2025-01-01T19:30:07","67"
"AL000000000355","EV000000000355","reorder_trigger","2025-01-01","ST008","SKU00521","0.78","0.047","0.0331","0.2607","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:21:00","2025-01-01T14:22:11","71"
"AL000000000356","EV000000000356","reorder_trigger","2025-01-01","ST008","SKU00349","0.78","0.047","0.0472","0.2635","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:28:00","2025-01-01T14:28:37","37"
"AL000000000357","EV000000000357","overstock_risk","2025-01-01","ST008","SKU00417","0.64","0.047","0.0175","0.3376","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:05:00","2025-01-01T19:06:22","82"
"AL000000000358","EV000000000358","overstock_risk","2025-01-01","ST008","SKU00566","0.64","0.047","0.0227","0.3386","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:11:00","2025-01-01T19:12:27","87"
"AL000000000359","EV000000000359","reorder_trigger","2025-01-01","ST008","SKU00036","0.78","0.047","0.029","0.2599","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:25:00","2025-01-01T14:25:20","20"
"AL000000000360","EV000000000360","overstock_risk","2025-01-01","ST008","SKU00206","0.64","0.047","0.017","0.3375","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:24:00","2025-01-01T19:24:16","16"
"AL000000000361","EV000000000361","overstock_risk","2025-01-01","ST008","SKU00356","0.64","0.047","0.0206","0.3382","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:03:00","2025-01-01T19:04:21","81"
"AL000000000362","EV000000000362","overstock_risk","2025-01-01","ST008","SKU00513","0.64","0.047","0.0593","0.346","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:13:00","2025-01-01T19:13:22","22"
"AL000000000363","EV000000000363","reorder_trigger","2025-01-01","ST008","SKU00491","0.78","0.047","0.0569","0.2655","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:08:00","2025-01-01T14:08:57","57"
"AL000000000364","EV000000000364","overstock_risk","2025-01-01","ST008","SKU00301","0.64","0.047","0.0302","0.3401","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:22:00","2025-01-01T19:23:57","117"
"AL000000000365","EV000000000365","overstock_risk","2025-01-01","ST008","SKU00218","0.64","0.047","0.0303","0.3402","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:37:00","2025-01-01T19:37:06","6"
"AL000000000366","EV000000000366","reorder_trigger","2025-01-01","ST008","SKU00200","0.78","0.047","0.0931","0.2727","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:21:00","2025-01-01T14:23:03","123"
"AL000000000367","EV000000000367","expiry_risk","2025-01-01","ST008","SKU00200","0.73","0.047","0.0931","0.4977","medium","Prioritize FEFO transfer and targeted sell-through campaign.","2025-01-01T16:45:00","2025-01-01T16:46:21","81"
"AL000000000368","EV000000000368","reorder_trigger","2025-01-01","ST008","SKU00421","0.78","0.047","0.07","0.2681","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:32:00","2025-01-01T14:32:41","41"
"AL000000000369","EV000000000369","stockout_risk","2025-01-01","ST008","SKU00421","0.91","0.047","0.07","0.6331","medium","Expedite replenishment and rebalance stock from nearest low-risk store.","2025-01-01T18:36:00","2025-01-01T18:36:47","47"
"AL000000000370","EV000000000370","overstock_risk","2025-01-01","ST008","SKU00509","0.64","0.047","0.0197","0.338","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:03:00","2025-01-01T19:03:59","59"
"AL000000000371","EV000000000371","overstock_risk","2025-01-01","ST008","SKU00053","0.64","0.047","0.0499","0.3441","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:31:00","2025-01-01T19:31:24","24"
"AL000000000372","EV000000000372","reorder_trigger","2025-01-01","ST008","SKU00154","0.78","0.047","0.0409","0.2623","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:31:00","2025-01-01T14:31:07","7"
"AL000000000373","EV000000000373","reorder_trigger","2025-01-01","ST008","SKU00502","0.78","0.047","0.0534","0.2648","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:35:00","2025-01-01T14:35:49","49"
"AL000000000374","EV000000000374","overstock_risk","2025-01-01","ST008","SKU00404","0.64","0.047","0.0348","0.3411","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:40:00","2025-01-01T19:40:46","46"
"AL000000000375","EV000000000375","overstock_risk","2025-01-01","ST008","SKU00266","0.64","0.047","0.0391","0.3419","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:42:00","2025-01-01T19:42:42","42"
"AL000000000376","EV000000000376","reorder_trigger","2025-01-01","ST008","SKU00272","0.78","0.047","0.027","0.2595","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:38:00","2025-01-01T14:38:35","35"
"AL000000000377","EV000000000377","overstock_risk","2025-01-01","ST008","SKU00358","0.64","0.047","0.02","0.3381","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:00:00","2025-01-01T19:01:03","63"
"AL000000000378","EV000000000378","overstock_risk","2025-01-01","ST008","SKU00245","0.64","0.047","0.0358","0.3413","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:34:00","2025-01-01T19:35:06","66"
"AL000000000379","EV000000000379","overstock_risk","2025-01-01","ST008","SKU00328","0.64","0.047","0.0279","0.3397","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:19:00","2025-01-01T19:20:28","88"
"AL000000000380","EV000000000380","overstock_risk","2025-01-01","ST008","SKU00037","0.64","0.047","0.0397","0.342","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:13:00","2025-01-01T19:13:45","45"
"AL000000000381","EV000000000381","overstock_risk","2025-01-01","ST008","SKU00260","0.64","0.047","0.0256","0.3392","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:40:00","2025-01-01T19:41:15","75"
"AL000000000382","EV000000000382","overstock_risk","2025-01-01","ST008","SKU00532","0.64","0.047","0.0178","0.3377","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:29:00","2025-01-01T19:29:10","10"
"AL000000000383","EV000000000383","overstock_risk","2025-01-01","ST008","SKU00280","0.64","0.047","0.033","0.3407","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:25:00","2025-01-01T19:26:05","65"
"AL000000000384","EV000000000384","overstock_risk","2025-01-01","ST008","SKU00323","0.64","0.047","0.0211","0.3383","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:27:00","2025-01-01T19:28:51","111"
"AL000000000385","EV000000000385","overstock_risk","2025-01-01","ST008","SKU00233","0.64","0.047","0.016","0.3373","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:27:00","2025-01-01T19:28:34","94"
"AL000000000386","EV000000000386","overstock_risk","2025-01-01","ST008","SKU00226","0.64","0.047","0.0169","0.3375","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:42:00","2025-01-01T19:42:41","41"
"AL000000000387","EV000000000387","overstock_risk","2025-01-01","ST008","SKU00413","0.64","0.047","0.0208","0.3383","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:47:00","2025-01-01T19:49:03","123"
"AL000000000388","EV000000000388","overstock_risk","2025-01-01","ST008","SKU00179","0.64","0.047","0.021","0.3383","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:41:00","2025-01-01T19:42:41","101"
"AL000000000389","EV000000000389","overstock_risk","2025-01-01","ST008","SKU00284","0.64","0.047","0.0333","0.3408","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:32:00","2025-01-01T19:33:27","87"
"AL000000000390","EV000000000390","overstock_risk","2025-01-01","ST008","SKU00017","0.64","0.047","0.0443","0.343","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:29:00","2025-01-01T19:30:47","107"
"AL000000000391","EV000000000391","overstock_risk","2025-01-01","ST008","SKU00496","0.64","0.047","0.0303","0.3402","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:26:00","2025-01-01T19:27:19","79"
"AL000000000392","EV000000000392","overstock_risk","2025-01-01","ST008","SKU00247","0.64","0.047","0.0188","0.3379","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:05:00","2025-01-01T19:06:24","84"
"AL000000000393","EV000000000393","overstock_risk","2025-01-01","ST008","SKU00102","0.64","0.047","0.02","0.3381","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:26:00","2025-01-01T19:27:30","90"
"AL000000000394","EV000000000394","overstock_risk","2025-01-01","ST008","SKU00191","0.64","0.047","0.0208","0.3383","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:46:00","2025-01-01T19:47:31","91"
"AL000000000395","EV000000000395","overstock_risk","2025-01-01","ST008","SKU00207","0.64","0.047","0.0199","0.3381","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:26:00","2025-01-01T19:27:03","63"
"AL000000000396","EV000000000396","overstock_risk","2025-01-01","ST008","SKU00096","0.64","0.047","0.0516","0.3444","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:11:00","2025-01-01T19:12:43","103"
"AL000000000397","EV000000000397","overstock_risk","2025-01-01","ST008","SKU00062","0.64","0.047","0.0354","0.3412","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:04:00","2025-01-01T19:05:54","114"
"AL000000000398","EV000000000398","overstock_risk","2025-01-01","ST009","SKU00372","0.64","0.0463","0.0349","0.3409","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:37:00","2025-01-01T19:37:20","20"
"AL000000000399","EV000000000399","overstock_risk","2025-01-01","ST009","SKU00194","0.64","0.0463","0.0259","0.3391","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:13:00","2025-01-01T19:13:26","26"
"AL000000000400","EV000000000400","overstock_risk","2025-01-01","ST009","SKU00076","0.64","0.0463","0.0907","0.352","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:38:00","2025-01-01T19:38:51","51"
"AL000000000401","EV000000000401","reorder_trigger","2025-01-01","ST009","SKU00500","0.78","0.0463","0.0503","0.264","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:07:00","2025-01-01T14:08:29","89"
"AL000000000402","EV000000000402","stockout_risk","2025-01-01","ST009","SKU00500","0.91","0.0463","0.0503","0.629","medium","Expedite replenishment and rebalance stock from nearest low-risk store.","2025-01-01T18:11:00","2025-01-01T18:12:17","77"
"AL000000000403","EV000000000403","overstock_risk","2025-01-01","ST009","SKU00029","0.64","0.0463","0.0592","0.3457","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:24:00","2025-01-01T19:24:56","56"
"AL000000000404","EV000000000404","overstock_risk","2025-01-01","ST009","SKU00264","0.64","0.0463","0.0225","0.3384","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:48:00","2025-01-01T19:48:30","30"
"AL000000000405","EV000000000405","overstock_risk","2025-01-01","ST009","SKU00308","0.64","0.0463","0.0317","0.3402","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:31:00","2025-01-01T19:31:58","58"
"AL000000000406","EV000000000406","reorder_trigger","2025-01-01","ST009","SKU00395","0.78","0.0463","0.0538","0.2647","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:39:00","2025-01-01T14:41:00","120"
"AL000000000407","EV000000000407","stockout_risk","2025-01-01","ST009","SKU00395","0.91","0.0463","0.0538","0.6297","medium","Expedite replenishment and rebalance stock from nearest low-risk store.","2025-01-01T18:39:00","2025-01-01T18:39:40","40"
"AL000000000408","EV000000000408","overstock_risk","2025-01-01","ST009","SKU00304","0.64","0.0463","0.0166","0.3372","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:05:00","2025-01-01T19:05:46","46"
"AL000000000409","EV000000000409","overstock_risk","2025-01-01","ST009","SKU00364","0.64","0.0463","0.0211","0.3381","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:43:00","2025-01-01T19:44:29","89"
"AL000000000410","EV000000000410","overstock_risk","2025-01-01","ST009","SKU00153","0.64","0.0463","0.0192","0.3377","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:07:00","2025-01-01T19:08:20","80"
"AL000000000411","EV000000000411","overstock_risk","2025-01-01","ST009","SKU00378","0.64","0.0463","0.0278","0.3395","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:36:00","2025-01-01T19:36:48","48"
